Sweep (V)@Temporary,Measure (A)@Temporary
 5.19600E-1, 8.42577E-6
 5.20800E-1, 8.42577E-6
 5.22000E-1, 8.44139E-6
 5.23200E-1, 8.45701E-6
 5.24400E-1, 8.46326E-6
 5.25600E-1, 8.48825E-6
 5.26800E-1, 8.50075E-6
 5.28000E-1, 8.50387E-6
 5.29200E-1, 8.51949E-6
 5.30400E-1, 8.52886E-6
 5.31600E-1, 8.53511E-6
 5.32800E-1, 8.55698E-6
 5.34000E-1, 8.57260E-6
 5.35200E-1, 8.58197E-6
 5.36400E-1, 8.59446E-6
 5.37600E-1, 8.59759E-6
 5.38800E-1, 8.61321E-6
 5.40000E-1, 8.62258E-6
 5.41200E-1, 8.63820E-6
 5.42400E-1, 8.66007E-6
 5.43600E-1, 8.67256E-6
 5.44800E-1, 8.67569E-6
 5.46000E-1, 8.68193E-6
 5.47200E-1, 8.69131E-6
 5.48400E-1, 8.70693E-6
 5.49600E-1, 8.73192E-6
 5.50800E-1, 8.74129E-6
 5.52000E-1, 8.75378E-6
 5.53200E-1, 8.76316E-6
 5.54400E-1, 8.76940E-6
 5.55600E-1, 8.78190E-6
 5.56800E-1, 8.78502E-6
 5.58000E-1, 8.81314E-6
 5.59200E-1, 8.82876E-6
 5.60400E-1, 8.83501E-6
 5.61600E-1, 8.84750E-6
 5.62800E-1, 8.85687E-6
 5.64000E-1, 8.86312E-6
 5.65200E-1, 8.87874E-6
 5.66400E-1, 8.90373E-6
 5.67600E-1, 8.91623E-6
 5.68800E-1, 8.92560E-6
 5.70000E-1, 8.93809E-6
 5.71200E-1, 8.94122E-6
 5.72400E-1, 8.95684E-6
 5.73600E-1, 8.96933E-6
 5.74800E-1, 8.98808E-6
 5.76000E-1, 9.00370E-6
 5.77200E-1, 9.01307E-6
 5.78400E-1, 9.01932E-6
 5.79600E-1, 9.03494E-6
 5.80800E-1, 9.03494E-6
 5.82000E-1, 9.05680E-6
 5.83200E-1, 9.08179E-6
 5.84400E-1, 9.08492E-6
 5.85600E-1, 9.09741E-6
 5.86800E-1, 9.10054E-6
 5.88000E-1, 9.11303E-6
 5.89200E-1, 9.12865E-6
 5.90400E-1, 9.14115E-6
 5.91600E-1, 9.16302E-6
 5.92800E-1, 9.17551E-6
 5.94000E-1, 9.18801E-6
 5.95200E-1, 9.19113E-6
 5.96400E-1, 9.20675E-6
 5.97600E-1, 9.20987E-6
 5.98800E-1, 9.23174E-6
 6.00000E-1, 9.25361E-6
 6.01200E-1, 9.26298E-6
 6.02400E-1, 9.26923E-6
 6.03600E-1, 9.28485E-6
 6.04800E-1, 9.29110E-6
 6.06000E-1, 9.30047E-6
 6.07200E-1, 9.33171E-6
 6.08400E-1, 9.33795E-6
 6.09600E-1, 9.35045E-6
 6.10800E-1, 9.36295E-6
 6.12000E-1, 9.36607E-6
 6.13200E-1, 9.37857E-6
 6.14400E-1, 9.39418E-6
 6.15600E-1, 9.41293E-6
 6.16800E-1, 9.42542E-6
 6.18000E-1, 9.44104E-6
 6.19200E-1, 9.45042E-6
 6.20400E-1, 9.45666E-6
 6.21600E-1, 9.47228E-6
 6.22800E-1, 9.47228E-6
 6.24000E-1, 9.50352E-6
 6.25200E-1, 9.51914E-6
 6.26400E-1, 9.52227E-6
 6.27600E-1, 9.53476E-6
 6.28800E-1, 9.54413E-6
 6.30000E-1, 9.55038E-6
 6.31200E-1, 9.56600E-6
 6.32400E-1, 9.59724E-6
 6.33600E-1, 9.60973E-6
 6.34800E-1, 9.61598E-6
 6.36000E-1, 9.62848E-6
 6.37200E-1, 9.63473E-6
 6.38400E-1, 9.64410E-6
 6.39600E-1, 9.66909E-6
 6.40800E-1, 9.68783E-6
 6.42000E-1, 9.69720E-6
 6.43200E-1, 9.70658E-6
 6.44400E-1, 9.71595E-6
 6.45600E-1, 9.72220E-6
 6.46800E-1, 9.73781E-6
 6.48000E-1, 9.75656E-6
 6.49200E-1, 9.77218E-6
 6.50400E-1, 9.78467E-6
 6.51600E-1, 9.79717E-6
 6.52800E-1, 9.80029E-6
 6.54000E-1, 9.81591E-6
 6.55200E-1, 9.83153E-6
 6.56400E-1, 9.85028E-6
 6.57600E-1, 9.86277E-6
 6.58800E-1, 9.87839E-6
 6.60000E-1, 9.87839E-6
 6.61200E-1, 9.89401E-6
 6.62400E-1, 9.90651E-6
 6.63600E-1, 9.90963E-6
 6.64800E-1, 9.94087E-6
 6.66000E-1, 9.95649E-6
 6.67200E-1, 9.96898E-6
 6.68400E-1, 9.97211E-6
 6.69600E-1, 9.98773E-6
 6.70800E-1, 9.99710E-6
 6.72000E-1, 1.00127E-5
 6.73200E-1, 1.00346E-5
 6.74400E-1, 1.00502E-5
 6.75600E-1, 1.00627E-5
 6.76800E-1, 1.00658E-5
 6.78000E-1, 1.00814E-5
 6.79200E-1, 1.00939E-5
 6.80400E-1, 1.01064E-5
 6.81600E-1, 1.01283E-5
 6.82800E-1, 1.01439E-5
 6.84000E-1, 1.01502E-5
 6.85200E-1, 1.01595E-5
 6.86400E-1, 1.01658E-5
 6.87600E-1, 1.01752E-5
 6.88800E-1, 1.02033E-5
 6.90000E-1, 1.02220E-5
 6.91200E-1, 1.02283E-5
 6.92400E-1, 1.02376E-5
 6.93600E-1, 1.02533E-5
 6.94800E-1, 1.02595E-5
 6.96000E-1, 1.02720E-5
 6.97200E-1, 1.03001E-5
 6.98400E-1, 1.03157E-5
 6.99600E-1, 1.03251E-5
 7.00800E-1, 1.03314E-5
 7.02000E-1, 1.03470E-5
 7.03200E-1, 1.03532E-5
 7.04400E-1, 1.03688E-5
 7.05600E-1, 1.03938E-5
 7.06800E-1, 1.04063E-5
 7.08000E-1, 1.04188E-5
 7.09200E-1, 1.04251E-5
 7.10400E-1, 1.04407E-5
 7.11600E-1, 1.04501E-5
 7.12800E-1, 1.04719E-5
 7.14000E-1, 1.04876E-5
 7.15200E-1, 1.05032E-5
 7.16400E-1, 1.05094E-5
 7.17600E-1, 1.05188E-5
 7.18800E-1, 1.05344E-5
 7.20000E-1, 1.05438E-5
 7.21200E-1, 1.05656E-5
 7.22400E-1, 1.05813E-5
 7.23600E-1, 1.05938E-5
 7.24800E-1, 1.05969E-5
 7.26000E-1, 1.06125E-5
 7.27200E-1, 1.06281E-5
 7.28400E-1, 1.06344E-5
 7.29600E-1, 1.06594E-5
 7.30800E-1, 1.06750E-5
 7.32000E-1, 1.06875E-5
 7.33200E-1, 1.06906E-5
 7.34400E-1, 1.07062E-5
 7.35600E-1, 1.07218E-5
 7.36800E-1, 1.07375E-5
 7.38000E-1, 1.07531E-5
 7.39200E-1, 1.07687E-5
 7.40400E-1, 1.07843E-5
 7.41600E-1, 1.07874E-5
 7.42800E-1, 1.07999E-5
 7.44000E-1, 1.08156E-5
 7.45200E-1, 1.08374E-5
 7.46400E-1, 1.08562E-5
 7.47600E-1, 1.08624E-5
 7.48800E-1, 1.08780E-5
 7.50000E-1, 1.08905E-5
 7.51200E-1, 1.08968E-5
 7.52400E-1, 1.09093E-5
 7.53600E-1, 1.09405E-5
 7.54800E-1, 1.09561E-5
 7.56000E-1, 1.09624E-5
 7.57200E-1, 1.09718E-5
 7.58400E-1, 1.09811E-5
 7.59600E-1, 1.09936E-5
 7.60800E-1, 1.10061E-5
 7.62000E-1, 1.10342E-5
 7.63200E-1, 1.10467E-5
 7.64400E-1, 1.10530E-5
 7.65600E-1, 1.10655E-5
 7.66800E-1, 1.10811E-5
 7.68000E-1, 1.10905E-5
 7.69200E-1, 1.10967E-5
 7.70400E-1, 1.11280E-5
 7.71600E-1, 1.11436E-5
 7.72800E-1, 1.11592E-5
 7.74000E-1, 1.11592E-5
 7.75200E-1, 1.11748E-5
 7.76400E-1, 1.11904E-5
 7.77600E-1, 1.12185E-5
 7.78800E-1, 1.12279E-5
 7.80000E-1, 1.12373E-5
 7.81200E-1, 1.12529E-5
 7.82400E-1, 1.12654E-5
 7.83600E-1, 1.12717E-5
 7.84800E-1, 1.12841E-5
 7.86000E-1, 1.13154E-5
 7.87200E-1, 1.13310E-5
 7.88400E-1, 1.13466E-5
 7.89600E-1, 1.13466E-5
 7.90800E-1, 1.13622E-5
 7.92000E-1, 1.13716E-5
 7.93200E-1, 1.13872E-5
 7.94400E-1, 1.14091E-5
 7.95600E-1, 1.14247E-5
 7.96800E-1, 1.14403E-5
 7.98000E-1, 1.14403E-5
